type,title,country,date_added,release_year,rating,duration,listed_in,description,service
Movie,Sky Racket,,,1937,PG-13,62,"Action,Science Fiction","Several mail planes crash twelve miles outside a small town, but the pilots and the mail sacks have disappeared. FBI agent Eric Lane (Bennett aka Herman Brix) is assigned to the case. He flies to the area with the plan to bail out, but shortly before he jumps, he discovers stowaway society debutante Marion Bronson (Barclay), who is escaping an arranged marriage to Count Barski (Renaldo). The plane motor suddenly dies and Lane is forced to grab Marion and jump out of the plane with their single parachute. When the pair safely lands, they are captured by a gang of criminals and taken to their hideout. The pair must use their wits and brawn to defeat the gang and stop their use of a stolen ray gun, which is used bring down planes carrying valuable cargo.",amazon
Movie,Sky Dog,,,2020,G,109,"Action,Kids","When a high school senior working on his pilot's license rescues a stray dog named Oreo, the two quickly become best friends. But when he finds out his mom is an undercover CIA agent who's been captured, he'll need to team up with Oreo and a new friend to find his mother, thwart the plans of those holding her hostage, and uncover the double agents within the CIA itself.",amazon
TV Show,Skulls and Roses,,,2019,R,1,"International,Unscripted","Raghu and Rajiv make their long awaited return in Skulls & Roses, a one-of-a-kind competition where the worlds of romance and adventure collide on Rose Island and Skull Island.  They put 8 boys and 8 girls through the ultimate schizophrenic journey of a lifetime.",amazon
Movie,Skin Deep: The Battle Over Morgellons,,,2020,R,90,Documentary,"A nurse journeys to discover the truth behind a disease so bizarre, patients who suffer from it are regularly written off as delusional by doctors and loved ones. But who is delusional, the patients who believe or the doctors who deny?",amazon
Movie,Skills Like This,,,2007,NR,87,"Arthouse,Comedy","Winner of the Audience Award at SXSW, this offbeat romantic comedy follows failed writer Max as he discovers something he thinks he's really good at: stealing.",amazon
Movie,Sketchy Behaviour,India,,2019,PG-13,64,Arts/Entertainment/Culture,"Sketchy Behaviour is an absurd sketch comedy show filmed live in Mumbai. Described as hilarious, complex, stupid, irritating(and ‘sardonic’ by one lady in Goa) the show is familiar, bizarre and hysterically funny. Featuring six very silly live sketches, stitched together by a much sillier story and bookended by an extremely silly opening and closing, Sketchy Behaviour is truly a work of something.",amazon
TV Show,Six Dreams,Spain,,2018,R,1,"Sports,Unscripted","Six Dreams is an exclusive and unprecedented insight into the Spanish first division of football. Follow six people during league season 2017-18: Three players, one coach, one sports director and a club president. Their stories offer an inside look at the daily difficulties, victories and challenges of professional football at the highest level.",amazon
Movie,Sitting on the Moon,,,1936,PG-13,53,"Arts/Entertainment/Culture,Comedy","Songwriter Danny (Pryor) believes that the only way to jump-start fading movie star Polly's (Bradley) career is to end his partnership with lyricist Mike (Newell). Polly's friend Mattie (Kelton) manages to comfort Mike in teh interim. Then, Mike concocts a plan to separate Danny from Polly: he sends blonde seductress Blossom (Compton) to pretend to be Mike's girlfriend. But all ill feeligns and misunderstandings are resolved by the climactic musical finale.",amazon
Movie,Sitting Bull: A Stone in My Heart,,,2008,G,83,"Documentary,Special Interest","Sitting Bull's own words, over six-hundred photographs and a compelling original music score bring to life this great American Indian's struggle to save his people's way of life against an ever-expanding westward movement of white settlers. This is powerful cinematic journey into the life and spirit of a legendary figure. No other film captures him with such depth of character and personality.",amazon
Movie,Sita,India,,2019,PG-13,157,"Drama,International","Sita is a materialistic woman who only cares about materialistic gains and nothing else. MLA Basava Raju lusts for her and wants her to give him what she promised him for helping her. The villain of their tale is Ram, a man who’s way too innocent for his own good. How does Ram help Sita out of the fix she’s in forms the crux of the story.",amazon
TV Show,"Sister, Sister",,,1999,PG,6,Comedy,"Tia and Tamera are twins who were separated at birth, with each being adopted by a different parent. One day, the teens have a chance encounter while shopping at a clothing store in the mall. After the families meet, Tamera's adoptive father reluctantly allows Tia and her mother to move into his home so the girls can be together.",amazon
Movie,Sir Chris Hoy - From Velodrome to Le Mans,,,2016,,52,"Documentary,Special Interest,Sports","Retired track cyclist Sir Chris Hoy swaps two wheels for four to pursue his boyhood dream of competing in the world's toughest endurance motor race, the Le Mans 24 Hours.",amazon
Movie,"Sing, Dance and Learn with Little Baby Bum",,,2019,G,30,Kids,"Enjoy this 30-minute compilation by Little Baby Bum. Sing along to some of the most popular nursery rhymes and kids songs songs to date! This compilation includes titles such as 'Tweedledum and Tweedledee', 'Billy Boy', and many more!",amazon
TV Show,Sing-Along-Songs For Kids,,,2013,G,1,Kids,"This colorful and engaging children's program features songs, music, animations and sing-along to entertain and educate your kids. SING-ALONG-SONGS FOR KIDS includes timeless English nursery rhymes as well as modern-day classics and educational sing-alongs.",amazon
Movie,Sing with Gecko,,,2019,G,33,Kids,"Sing some of the most popular and classic nursery rhyme songs with Gecko and friends! Songs like Wheels on the bus, If you're happy and you know it, and more!",amazon
Movie,Sing Sing Nights,,,1934,NC-17,60,"Drama,Thriller","A mystery emerges when a respected international war correspondant is found murdered with three bullet wounds. Upon investigation, it is discovered that each bullet came from a different gun. Three different men are arrested of the murder, and each of them confess to the crime. All three are convicted of the murder and are sentenced to death. However, only one man can truly be the real killer. A criminologist desides to use a new kind of lie detector in his investigation into the identify of the real murderer, but he must act quickly before all three men are put to death.",amazon
Movie,Sing and Learn with Gecko's Garage,,,2019,G,59,Kids,Come and join Gecko at his Garage as he sings some of the most popular and classic nursery rhyme songs that we all love like Wheels on the Bus and more!,amazon
Movie,Sing and Dance with Little Baby Bum!,,,2019,G,45,Kids,"More wonderful videos starting with famous nursery rhymes such as 'Peekaboo Song' and '1, 2 What Shall We Do?' from the world's number one educational channel, Little Baby Bum!",amazon
Movie,Sing and Dance with KiiYii,,,2019,G,47,Kids,"In this compilation, your children will love to sing and dance to some of the most popular nursery rhymes and kids songs with KiiYii! Brought to you by the same creators as Little Baby Bum, this compilation contains some classic songs such as 'Rain Rain Go Away', 'Wheels On The Bus', and many more!",amazon
Movie,Sing Along with Little Baby Bum,,,2019,G,35,Kids,"Sing along to this 30-minute long compilation with some of LittleBabyBum's most classic, well-loved and educational nursery rhymes!",amazon
Movie,Sinful Davey,,,1969,PG-13,95,Comedy,"In 1821 a young Scotsman decides to be a criminal like his father, but falls in love first.",amazon
Movie,Sinbad: Make Me Wanna Holla,,,2014,R,90,"Arts/Entertainment/Culture,Comedy,Documentary","Watch the all-out stand-up special featuring a riotous original performance by the king of comedy, Sinbad, recorded live in Detroit in his home state of Michigan. It covers everything, from the life advice his parents gave him, to why he is tired of people with no talent having clothing lines. Don't miss the chance to experience the ""hit'em in the face"" style from the king of comedy himself.",amazon
Movie,Simple Gifts: The Chamber Music Society at Shaker Village,,,2016,G,84,Documentary,a,amazon
TV Show,Simon's Cat - Classic Collection,,,2018,G,1,"Animation,Kids","Simon's Cat - Classic Collection features all eighty-five black and white episodes from the hugely popular YouTube channel. Thematically curated in to extended episodes, this Classic Collection will make you smile like a Cheshire Cat!",amazon
Movie,Silver Wolf,,,1999,,98,"Action,Drama","Jesse is a 16-year-old who is trying to put his life back together after the death of his father, who died while trying to rescue him in the wilderness. Jesse goes to live with his Uncle Roy, who lives in the rugged mountains of Washington State. While exploring, Jesse finds and rescues a wolf who has been seriously wounded. He bonds with the animal, and Roy reluctantly allows Jesse to keep him.",amazon
Movie,Silver Stallion,,,1941,NC-17,59,Western,"The Silver Stallion must fend off his rival the Black Stallion, while a would-be horse thief contemplates stealing him from a female rancher he has fallen in love with. He returns her horses when they are stolen by other outlaws, but is greatly outnumbered in defending her prized horses. A police dog named Captain Jack befriends the Silver Stallion, too.",amazon
